,Document Date,Year/Month,Year,Month,supplier delivery date,delivery date,Company Code,Country,Purchasing Doc.,Item,Purchasing Org.,Plant,Supplier,Supplier name,Postal code,Street,City,"Supplier
country",Material,Material Short Text,Material Group,Material Group Text,Order Unit,Net price,ORDERED Quantity,Delivered QTY,open quantity,deviation indicator,deviation cause,deviation cause text,Net Value,Local Currency,Counter,Delivery deviation in days
0,2019-02-28,,2019,2,2019-03-07,2019-03-07,52,AT,8207406178,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,672.0,10.0,7.0,3,in time,3,under-delivery,6720.0,EUR,1,0.0
1,2019-02-28,,2019,2,2019-03-07,2019-03-07,52,AT,8207406178,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53803787,H374001-105 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,1816.2,10.0,7.0,3,in time,3,under-delivery,18162.0,EUR,1,0.0
2,2019-02-28,,2019,2,2019-03-07,2019-03-07,52,AT,8207406178,3,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53545566,H374001-103 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,571.0,10.0,7.0,3,in time,3,under-delivery,5710.0,EUR,1,0.0
3,2019-02-28,,2019,2,2019-03-07,2019-03-07,52,AT,8207406178,4,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,54078469,H374001-109 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,2989.0,10.0,7.0,3,in time,3,under-delivery,29890.0,EUR,1,0.0
4,2019-02-28,,2019,2,2019-03-07,2019-03-07,52,AT,8207406178,5,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,13.0,10.0,3,in time,3,under-delivery,9646.0,EUR,1,0.0
5,2019-05-16,,2019,5,2019-05-23,2019-05-23,52,AT,8207532281,1,5200,51,34305177,EIRSIGNE GMBH & CU KG,59557,BERTRAMSTR. 8,LIPPSTADT,DE,87266630,"F1000640-00 LEUCHTE,NOT-",4245,Geraete ATA 33-0 Lights,ST,88.47,18.0,15.0,3,in time,3,under-delivery,1592.46,EUR,1,0.0
6,2019-05-16,,2019,5,2019-05-23,2019-05-23,52,AT,8207532281,2,5200,51,34305177,EIRSIGNE GMBH & CU KG,59557,BERTRAMSTR. 8,LIPPSTADT,DE,89439965,F1000600-64 LICHTSCHEIBE EXIT,4245,Geraete ATA 33-0 Lights,ST,29.97,14.0,11.0,3,in time,3,under-delivery,419.58,EUR,1,0.0
7,2019-05-16,,2019,5,2019-05-23,2019-05-23,52,AT,8207532281,3,5200,51,34305177,EIRSIGNE GMBH & CU KG,59557,BERTRAMSTR. 8,LIPPSTADT,DE,87571157,F1000660-00 LICHTSCHEIBE,4245,Geraete ATA 33-0 Lights,ST,15.69,12.0,9.0,3,in time,3,under-delivery,188.28,EUR,1,0.0
8,2019-05-17,,2019,5,2019-05-24,2019-05-24,52,AT,8207534623,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,571.0,10.0,7.0,3,in time,3,under-delivery,5710.0,EUR,1,0.0
9,2019-05-17,,2019,5,2019-05-24,2019-05-24,52,AT,8207534623,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,672.0,10.0,7.0,3,in time,3,under-delivery,6720.0,EUR,1,0.0
10,2019-06-18,,2019,6,2019-06-25,2019-06-25,52,AT,8207580577,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,571.0,11.0,8.0,3,in time,3,under-delivery,6281.0,EUR,1,0.0
11,2019-07-01,,2019,7,2019-07-08,2019-07-14,52,AT,8207597429,1,5200,51,315483,GUUDRICH LIGHTING SYSTEMS,59557,BERTRAMSTR. 8,LIPPSTADT,DE,50609083,2LA455961-12 STA LED RL LO TH,4245,Geraete ATA 33-0 Lights,ST,43.4,11.0,8.0,3,late: 5 to 10 days,7,delivery deviation - too late,477.4,EUR,1,6.0
12,2019-07-24,,2019,7,2019-07-31,2019-07-31,52,AT,8207639314,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,7.0,3,in time,3,under-delivery,6090.0,EUR,1,0.0
13,2019-07-24,,2019,7,2019-07-31,2019-07-31,52,AT,8207639314,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,7.0,3,in time,3,under-delivery,7420.0,EUR,1,0.0
14,2019-07-24,,2019,7,2019-07-31,2019-07-31,52,AT,8207639317,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53545566,H374001-103 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,571.0,10.0,7.0,3,in time,3,under-delivery,5710.0,EUR,1,0.0
15,2019-08-06,,2019,8,2019-08-13,2019-08-19,52,AT,8207656791,1,5200,51,315483,GUUDRICH LIGHTING SYSTEMS,59557,BERTRAMSTR. 8,LIPPSTADT,DE,50609083,2LA455961-12 STA LED RL LO TH,4245,Geraete ATA 33-0 Lights,ST,43.4,13.0,10.0,3,late: 5 to 10 days,7,delivery deviation - too late,564.1999999999999,EUR,1,6.0
16,2019-08-06,,2019,8,2019-08-13,2019-08-19,52,AT,8207656791,2,5200,51,315483,GUUDRICH LIGHTING SYSTEMS,59557,BERTRAMSTR. 8,LIPPSTADT,DE,50623851,2LA455924-03 INFORMATIONSZEICHEN,4047,Geraete ATA 33-0 Lights,ST,155.57,14.0,11.0,3,late: 5 to 10 days,7,delivery deviation - too late,2177.98,EUR,1,6.0
17,2019-08-06,,2019,8,2019-08-13,2019-08-13,52,AT,8207656674,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,7.0,3,in time,3,under-delivery,6090.0,EUR,1,0.0
18,2019-08-06,,2019,8,2019-08-13,2019-08-13,52,AT,8207656674,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,7.0,3,in time,3,under-delivery,7420.0,EUR,1,0.0
19,2019-08-06,,2019,8,2019-08-13,2019-08-13,52,AT,8207656676,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,7.0,3,in time,3,under-delivery,6090.0,EUR,1,0.0
20,2019-08-06,,2019,8,2019-08-13,2019-08-13,52,AT,8207656676,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,7.0,3,in time,3,under-delivery,7420.0,EUR,1,0.0
21,2019-08-07,,2019,8,2019-08-14,2019-08-14,52,AT,8207658652,1,5200,51,34305177,EIRSIGNE GMBH & CU KG,59557,BERTRAMSTR. 8,LIPPSTADT,DE,87555968,F1000600-3 LICHTSCHEIBE EXIT,4245,Geraete ATA 33-0 Lights,ST,29.97,10.0,7.0,3,in time,3,under-delivery,299.7,EUR,1,0.0
22,2019-08-07,,2019,8,2019-08-14,2019-08-14,52,AT,8207658652,2,5200,51,34305177,EIRSIGNE GMBH & CU KG,59557,BERTRAMSTR. 8,LIPPSTADT,DE,50275167,F1000550-20 GEHAEUSE,4047,Geraete ATA 33-0 Lights,ST,134.75,10.0,7.0,3,in time,3,under-delivery,1347.5,EUR,1,0.0
23,2019-08-07,,2019,8,2019-08-14,2019-08-14,52,AT,8207658652,3,5200,51,34305177,EIRSIGNE GMBH & CU KG,59557,BERTRAMSTR. 8,LIPPSTADT,DE,87266516,"F1000320-00 LEUCHTE,NOT-",4245,Geraete ATA 33-0 Lights,ST,58.44,10.0,7.0,3,in time,3,under-delivery,584.4,EUR,1,0.0
24,2019-08-07,,2019,8,2019-08-14,2019-08-14,52,AT,8207658652,4,5200,51,34305177,EIRSIGNE GMBH & CU KG,59557,BERTRAMSTR. 8,LIPPSTADT,DE,87571157,F1000660-00 LICHTSCHEIBE,4245,Geraete ATA 33-0 Lights,ST,15.69,12.0,9.0,3,in time,3,under-delivery,188.28,EUR,1,0.0
25,2019-08-07,,2019,8,2019-08-14,2019-08-14,52,AT,8207658652,5,5200,51,34305177,EIRSIGNE GMBH & CU KG,59557,BERTRAMSTR. 8,LIPPSTADT,DE,87571319,F1000650-03 LICHTSCHEIBE,4245,Geraete ATA 33-0 Lights,ST,25.61,10.0,7.0,3,in time,3,under-delivery,256.1,EUR,1,0.0
26,2019-08-07,,2019,8,2019-08-14,2019-08-14,52,AT,8207658652,6,5200,51,34305177,EIRSIGNE GMBH & CU KG,59557,BERTRAMSTR. 8,LIPPSTADT,DE,87266630,"F1000640-00 LEUCHTE,NOT-",4245,Geraete ATA 33-0 Lights,ST,88.47,13.0,10.0,3,in time,3,under-delivery,1150.11,EUR,1,0.0
27,2019-08-08,,2019,8,2019-08-15,2019-08-15,52,AT,8207660405,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,7.0,3,in time,3,under-delivery,6090.0,EUR,1,0.0
28,2019-08-08,,2019,8,2019-08-15,2019-08-15,52,AT,8207660405,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,7.0,3,in time,3,under-delivery,7420.0,EUR,1,0.0
29,2019-08-14,,2019,8,2019-08-21,2019-08-21,52,AT,8207669323,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,17.0,14.0,3,in time,3,under-delivery,12614.0,EUR,1,0.0
30,2019-08-14,,2019,8,2019-08-21,2019-08-21,52,AT,8207669323,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,54096024,H374001-111 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,3615.0,10.0,10.0,0,in time,0,no deviation,36150.0,EUR,1,0.0
31,2019-08-14,,2019,8,2019-08-21,2019-08-21,52,AT,8207669331,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,17.0,17.0,0,in time,0,no deviation,12614.0,EUR,1,0.0
32,2019-08-14,,2019,8,2019-08-21,2019-08-21,52,AT,8207669331,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,54096024,H374001-111 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,3615.0,10.0,10.0,0,in time,0,no deviation,36150.0,EUR,1,0.0
33,2019-08-22,,2019,8,2019-08-29,2019-08-29,52,AT,8207682812,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53907976,J115133-4 CTR MCD RAIL SYSTEM,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,215.0,11.0,11.0,0,in time,0,no deviation,2365.0,EUR,1,0.0
34,2019-08-22,,2019,8,2019-08-29,2019-08-29,52,AT,8207682812,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53907975,J115133-3 CTR MCD RAIL SYSTEM,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,215.0,11.0,11.0,0,in time,0,no deviation,2365.0,EUR,1,0.0
35,2019-08-22,,2019,8,2019-08-29,2019-08-29,52,AT,8207682812,3,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53907977,J115135-501 END CAP ASSY,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,104.0,15.0,15.0,0,in time,0,no deviation,1560.0,EUR,1,0.0
36,2019-08-22,,2019,8,2019-08-29,2019-08-29,52,AT,8207682812,4,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53856762,J115001-103 SLIDING BLOCK XL BINS,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,145.0,11.0,11.0,0,in time,0,no deviation,1595.0,EUR,1,0.0
37,2019-08-23,,2019,8,2019-08-30,2019-08-30,52,AT,8207684306,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,17.0,17.0,0,in time,0,no deviation,12614.0,EUR,1,0.0
38,2019-08-23,,2019,8,2019-08-30,2019-08-30,52,AT,8207684306,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,54096024,H374001-111 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,3615.0,10.0,10.0,0,in time,0,no deviation,36150.0,EUR,1,0.0
39,2019-08-23,,2019,8,2019-08-30,2019-08-30,52,AT,8207684312,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
40,2019-08-23,,2019,8,2019-08-30,2019-08-30,52,AT,8207684312,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
41,2019-08-23,,2019,8,2019-08-30,2019-08-30,52,AT,8207684314,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
42,2019-08-23,,2019,8,2019-08-30,2019-08-30,52,AT,8207684314,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
43,2019-09-30,,2019,9,2019-10-07,2019-10-07,52,AT,8207743285,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,13.0,13.0,0,in time,0,no deviation,9646.0,EUR,1,0.0
44,2019-09-30,,2019,9,2019-10-07,2019-10-07,52,AT,8207743285,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53987975,H374001-107 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,1816.2,10.0,10.0,0,in time,0,no deviation,18162.0,EUR,1,0.0
45,2019-10-04,,2019,10,2019-10-11,2019-10-11,52,AT,8207752227,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,11.0,11.0,0,in time,0,no deviation,6699.0,EUR,1,0.0
46,2019-10-07,,2019,10,2019-10-14,2019-10-14,52,AT,8207754189,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,13.0,13.0,0,in time,0,no deviation,9646.0,EUR,1,0.0
47,2019-10-07,,2019,10,2019-10-14,2019-10-14,52,AT,8207754189,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53987975,H374001-107 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,1816.2,10.0,10.0,0,in time,0,no deviation,18162.0,EUR,1,0.0
48,2019-10-14,,2019,10,2019-10-21,2019-10-21,52,AT,8207765965,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
49,2019-10-14,,2019,10,2019-10-21,2019-10-21,52,AT,8207766471,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
50,2019-10-14,,2019,10,2019-10-21,2019-10-21,52,AT,8207766471,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
51,2019-10-14,,2019,10,2019-10-21,2019-10-21,52,AT,8207766487,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
52,2019-10-14,,2019,10,2019-10-21,2019-10-21,52,AT,8207766487,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
53,2019-10-14,,2019,10,2019-10-21,2019-10-21,52,AT,8207766490,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
54,2019-10-14,,2019,10,2019-10-21,2019-10-21,52,AT,8207766490,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
55,2019-10-14,,2019,10,2019-10-21,2019-10-21,52,AT,8207766491,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
56,2019-10-14,,2019,10,2019-10-21,2019-10-21,52,AT,8207766491,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
57,2019-10-30,,2019,10,2019-11-06,2019-11-06,52,AT,8207794564,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
58,2019-10-30,,2019,10,2019-11-06,2019-11-06,52,AT,8207794564,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
59,2019-10-30,,2019,10,2019-11-06,2019-11-06,52,AT,8207794565,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
60,2019-10-30,,2019,10,2019-11-06,2019-11-06,52,AT,8207794565,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
61,2019-10-30,,2019,10,2019-11-06,2019-11-06,52,AT,8207795214,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
62,2019-10-30,,2019,10,2019-11-06,2019-11-06,52,AT,8207795214,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
63,2019-10-30,,2019,10,2019-11-06,2019-11-06,52,AT,8207795221,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
64,2019-10-30,,2019,10,2019-11-06,2019-11-06,52,AT,8207795221,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
65,2019-11-12,,2019,11,2019-11-19,2019-11-19,52,AT,8207811461,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
66,2019-11-12,,2019,11,2019-11-19,2019-11-19,52,AT,8207811461,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
67,2019-11-12,,2019,11,2019-11-19,2019-11-19,52,AT,8207811469,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
68,2019-11-12,,2019,11,2019-11-19,2019-11-19,52,AT,8207811469,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
69,2019-11-12,,2019,11,2019-11-19,2019-11-19,52,AT,8207811471,1,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286273,H374001-101 MCD RAIL KIT OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,609.0,10.0,10.0,0,in time,0,no deviation,6090.0,EUR,1,0.0
70,2019-11-12,,2019,11,2019-11-19,2019-11-19,52,AT,8207811471,2,5200,51,34295609,SEFREN CEBIN FRENCE,31770,12 AVENUE JEAN MERMOZ,COLOMIERS,FR,53286294,H379001-101 RAIL KIT UNDERBIN OVI,4017,Geraete ATA 25-3 Furnishing Pax Compartment,ST,742.0,10.0,10.0,0,in time,0,no deviation,7420.0,EUR,1,0.0
